Master Record Number,Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Time Notified,Time Arrived,Investigation Complete?,Photos Taken?,Unique Location Id,State Property Damage?,Traffic Control,NARRATIVE
903291340,BLOOMINGTON PD,B1900533,MONROE,BLOOMINGTON,BLOOMINGTON,1/4/2019,7:26 PM,2,0,2,0,0,,W 17TH,ST,,,,W 17TH,N KINSER,,,,Y,,,,39.178992,-86.537792,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT/RIGHT TURN,726,731,Y,Y,NKINSERPIKEW17THST,0,TRAFFIC CONTROL SIGNAL,"D1/V1 WAS NOT LOCATED. D2 STATED SHE WAS AT THE INTERSECTION OF N. KINSER PIKE AND W. 17TH ST. IN THE SOUTHBOUND LANES MAKING A LEFT HAND TURN TO TRAVEL EASTBOUND ON W. 17TH ST. SHE STATED THAT SHE HAD THE GREEN LIGHT AND THE ACCOMPANYING ARROW TO COMPLETE THE TURN. WHILE MAKING THE TURN SHE STATED THAT A DARK COLORED TRUCK RAN THE RED LIGHT AND STRUCK THE RIGHT SIDE OF THE MOTORCYCLE/MOPED SHE WAS ON WITH HER YOUNGER BROTHER.THERE IS EXTENSIVE DAMAGE TO THE BODY OF V2.D2 HAS SWELLING/A POSSIBLE CONCUSSION, ABRASION TO HER BUTTUCKS AND RIGHT SIDE, AND A COMPLAINT OF PAIN TO HER NECK.D2'S PASSENGER HAS ABRASIONS TO BOTH KNEES AND HIS RIGHT BUTTOCK/HIP, AND CONTUSIONS TO BOTH OF HIS KNEES.****ON 1/6/19 IT WAS DISCOVERED THAT THIS REPORT WAS ORIGINALLY DONE UNDER B18-00533, HOWEVER SHOULD HAVE BEEN DONE UNDER B19-00533. ON THIS DATE I DID CHANGE THE INCIDENT NUMBER TO REFLECT THE CORRECT ONE.****1391"
903291105,ISP BLOOMINGTON 33,2.019E+11,MONROE,VAN BUREN,BLOOMINGTON,1/4/2019,8:55 AM,2,0,0,0,0,,CURRY,PIKE,,,,CURRY,GIFFORD,,,,Y,,250,N,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,LEFT OF CENTER,$10001 TO $25000,HEAD ON BETWEEN TWO MOTOR VEHICLES,900,900,Y,Y,CURRYPIKEGIFFORDRD,0,LANE CONTROL,"V1, maroon GMC Sonoma, was traveling south on Curry Pike north of Gifford Road. V2, white Ford Fiesta, was traveling north on Curry Pike in the right lane north of Gifford Road. V1 traveled left of the center line and began traveling south on Curry Pike in the northbound lanes. V1 struck V2 head-on in the right northbound lane of Curry Pike. V1 came to final rest facing south in the northbound lane of Curry Pike at the area of impact. V2 rotated clockwise after impact and came to final rest facing southeast across both northbound lanes of Curry Pike.D1, Burris Jr, stated he was traveling south on Curry Pike. D1 stated he diverted his attention away from the roadway while checking his cellular telephone for a text message. D1 stated he looked up and realized he was traveling south in the northbound lanes. D1 stated he struck the front of V2 with the front of V1.D2, Felix, stated he was traveling north on Curry Pike in the right lane. D2 stated he observed V1 travel left of center and continue southbound in the northbound lanes. D2 stated he began to slow but was unable to swerve to avoid V1. D2 stated V1 struck the front of V2 with the front of V1.Evidence shows damage to the front of V1. Evidence shows damage to the front of V2. Evidence shows the impact occurred in the right northbound lane of Curry Pike north of Gifford Road. D1 was cited for driving left of center, operating with a suspended and driver's license and using a telecommunications device while driving. Both D1 and D2 refused medical treatment at the scene."
903291310,BLOOMINGTON PD,B1900511,MONROE,PERRY,BLOOMINGTON,1/4/2019,5:13 PM,2,0,0,0,0,,1870 SOUTH WALNUT,ST,,,,1870 SOUTH WALNUT,EAST NORTH,,,,Y,,500,N,39.144752,-86.531888,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAWN/DUSK,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$10001 TO $25000,LEFT TURN,514,515,Y,Y,1870SOUTHWALNUTSTEASTNORTHST,0,NONE,"D1 STATED THAT HE WAS PULLING OUT OF THE PARKING LOT OF 1870 SOUTH WALNUT STREET, TO GO NORTH ON TO SOUTH WALNUT STREET.D1 STATED THAT AS HE WAS TURNING LEFT, GOING NORTHEAST, ONTO WALNUT STREET THAT THE FRONT OF V2, WHICH WAS TRAVELING SOUTH ON WALNUT, DID MAKE CONTACT WITH THE REAR PASSENGER SIDE OF V1.D1 STATED THAT DAMAGE WAS DONE TO BOTH VEHICLES.D1 WAS UNSURE WHICH SOUTHBOUND LANE V2 WAS IN.D1 ALSO MENTIONED THAT V2 DID NOT HAVE ITS HEADLIGHTS ON. IT SHOULD BE NOTED THAT IT WAS STILL DAY LIGHT, BUT THE CONDITIONS WERE CLOUDY AND THERE WAS SIGNIFICANT RAINFALL.D2 STATED THAT SHE WAS IN THE LEFT SOUTHBOUND LANE, TRAVELING SOUTH ON WALNUT STREET.D2 STATED THAT SHE DID SEE V1 PULL OUT OF THE PARKING LOT OF 1870 SOUTH WALNUT STREET, BUT SHE COULD NOT STOP.D2 STATED THAT THE FRONT OF V2 DID MAKE CONTACT WITH THE REAR DRIVER'S SIDE OF V1, RESULTING IN DAMAGE TO BOTH VEHICLES.NEITHER VEHICLE WAS TOWED DUE TO DISABLING DAMAGE."
903291281,BLOOMINGTON PD,B1900520,MONROE,BLOOMINGTON,BLOOMINGTON,1/4/2019,6:00 PM,2,0,1,0,0,,,,SR37N,,,SR37N,N WALNUT,,,,Y,,,,39.250688,-86.529744,STATE ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,INTERCHANGE,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,600,603,Y,Y,NWALNUTSTSR37N,0,NONE,"D1 was headed E/B on Old SR 37, approaching N Walnut St. D2 was headed N/B on N Walnut St, in the left lane, approaching Old SR 37. D1 started to turn left onto N Walnut St from Old SR 37 when V2 struck V1 in the front passenger side of the vehicle. D2 was transported from the scene by EMS for possible injuries. D1 denied injuries at the scene. Both vehicles were towed from the scene due to disabling damage. D1 stated that he was headed E/B on Old SR 37, approaching N Walnut St. D1 stated that he stopped at the intersection and checked for traffic. D1 stated that he believed the roadway to be clear, so he began to turn left onto N Walnut St. D2 stated that V2 then struck V1 in the front passenger side. D1 stated that he never saw V2 until it struck his vehicle. D1 stated he believed that D2 was driving without her headlights on, causing him to not see her. It should be noted that when I checked the front of V2, the headlights were on. D2 stated that she was headed N/B on N Walnut St, approaching Old SR 37. D2 stated that as she approached Old SR 37, V1 pulled directly out in front of her, giving her no time to react. D2 stated that V2 then struck V1 in the front passenger side. D1 stated that she was driving with her headlights on."
903291365,INDIANA UNIV BLOOMINGTON PD,190021,MONROE,BLOOMINGTON,BLOOMINGTON,1/4/2019,5:15 PM,2,0,0,0,0,,,,SR45,,,SR45,,SR46,,,Y,,500,E,39.18686,-86.54669827,STATE ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,550,558,Y,Y,SR45SR46,0,NONE,Vehicle 1 was traveling west on 10th Street approximately 510 feet east of the State Road 45/46 Bypass. Vehicle 2 was on 10th Street facing northwest and was slowly attempting to move into the right turn lane approximately 500 feet east of the State Road 45/46 Bypass.Driver 1 stated she had pulled out of a 2709 E 10th Street and was traveling west on 10th Street when she noticed Vehicle 2. Driver 1 advised she noticed that Vehicle 2 was stopped and she stated she stopped to see if Vehicle 2 was going. Driver 1 stated Vehicle 2 was not moving so she continued on and noticed Vehicle 2 was moving. She stated she tried to move over and was struck in the side by Vehicle 2. Driver 1 advised that she continued on to Tulip Tree Apartments on 10th Street before attempting to turn around and come back after realizing there was damage. Driver 1 described Vehicle 2 as an older red SUV.Driver 2 left the scene of the accident.No one involved complained of pain.Driver 1 had a driver's license from the Republic of Turkey.There was damage to the driver side of Vehicle 1. The damage to the Vehicle 2 is unknown. Video footage was located of the accident. Vehicle 2 appears to be a red Honda CR-V. It appears to enter the roadway and stops partially in the center and on the westbound side of the road. Vehicle 2 then appears to begin attempting to move across lanes and into the right turn lane. Vehicle 2 is traveling slowly due to traffic is backed up at the traffic light. Vehicle 1 is seen traveling west at a high rate of speed and does not stop at any point for Vehicle 2 even though it is already traveling into the lane. Vehicle 1 is seen striking Vehicle 2 and continuing on without stopping. Vehicle 2 is seen waiting momentarily before getting into the turn lane and continuing on as well.Photographs were taken of the damage and placed into evidence.
903291237,BLOOMINGTON PD,B1900508,MONROE,BLOOMINGTON,BLOOMINGTON,1/4/2019,4:55 PM,2,0,0,0,0,,CURRY,PIKE,,,,S CURRY,,SR45,,,Y,,,,0,0,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,REAR END,501,512,Y,Y,SCURRYPIKEWSTATEROAD45RD,0,TRAFFIC CONTROL SIGNAL,"D2 stated he was stopped at the light facing southbound at the intersection of South Curry Pike and West State Road 45. D2 stated V1 rear ended him and then drove around his vehicle, crossing the double yellow median and then crossing in front of traffic and left westbound on West State Road 45.V1 was never located. D2 described V1 as a maroon single cab Dodge Ram truck, with dark tinted windows and LED headlights. D2 was unable to see the license plate.Photos were taken of V2 and logged into evidence."
903291959,ELLETTSVILLE PD,E1900099,MONROE,RICHLAND,ELLETTSVILLE,1/4/2019,8:27 PM,2,0,3,0,0,,,,SR46W,,,SR46W,LOVE,,,,Y,,1200,W,39.22126695,-86.60579541,STATE ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$5001 TO $10000,RIGHT ANGLE,830,834,Y,Y,LOVELNSR46W,0,NONE,WHEN I SPOKE TO D1 HE STATED THAT HE WAS ATTEMPTING TO TURN V1 RIGHT INTO DRIVE FOR NAPA AUTO PARTS AND WITH THE RAIN HE ALMOST TURNED INTO THE CURB JUST PAST THE ENTRANCE. SO HE CHECKED AND NO VEHICLSE WERE COMING SO HE BACKED UP I AND NORTH ACROSS THE LANE AND AS HE STARTED TO MOVE STRAIGHT INTO THE DRIVE IS WHEN HE WAS STRUCK BY THE FRONT PASSENGERSIDE WHEEL AREA. HE SAID THAT HE THEN ROLLED BACK AROUND AND INTO THE OUTSIDE WEST BOUND LANE.D2 STATED THAT HE WAS EAST BOUND ON STATE ROAD 46 IN THE OUTSIDE LANE AND DID NOT KNOW WHAT HAPPENED OTHER THAT HE SAW A DARK COLORED VEHICLE ACROSS HIS LANE OF TRAVEL AND COULD NOT STOP.WITNESS: STATED THAT HE DID HE WAS BEHIND V2 AND DID NOT SEE THE VEHICLE ACROSS THE ROAD INFRONT OF V2 UNTIL JUST BEFORE V2 STRUCK THE DARK V1 SITTING ACROSS THE EAST BOUND LANE THEY WERE IN.
903291300,BLOOMINGTON PD,B1900531,MONROE,PERRY,BLOOMINGTON,1/4/2019,7:00 PM,2,0,1,0,0,,E 2ND,ST,,,,E 2ND,S ROGERS,,,,Y,,,,39.16152,-86.538592,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,LEFT/RIGHT TURN,705,706,Y,Y,E2NDSTSROGERSST,0,TRAFFIC CONTROL SIGNAL,"D1 STATED HE WAS DRIVING EAST ON W 2ND ST APPROACHING S ROGERS ST TO TURN LEFT (NORTH) ONTO S ROGERS STREET. D1 STATED HE DID NOT KNOW IF HIS LIGHT WAS A GREEN ARROW OR A GREEN LIGHT ONLY. D1 STATED HE WAS PART WAY THROUGH HIS TURN WHEN THEY STRUCK AND THAT HE WAS NOT INJURED.D2 STATED HE WAS DRIVING WEST ON W 2ND ST APPROACHING S ROGERS STREET. D2 STATED HE WAS INTENDING TO GO STRAIGHT (WEST) AND V1 TURNED IN FRONT OF HIM AND THEY STRUCK. D2 COMPLAINED OF PAIN TO THE LEFT HAND. PICTURES TAKEN. END.**SUPPLEMENT: 1/11/2019, THE OWNER OF V2 WAS UPDATED TO REFLECT MR. DECK'S CURRENT AND ACCURATE INFORMATION, INCLUDING NAME AND ADDRESS. THAT IS THE ONLY CHANGE.**"
903291353,BLOOMINGTON PD,B1900548,MONROE,BLOOMINGTON,BLOOMINGTON,1/4/2019,9:58 PM,2,0,0,0,0,,SMITH,RD,,,,S SMITH,MOORES,,,,N,,400,S,39.10793776,-86.48046,LOCAL/CITY ROAD,,N,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,LEFT OF CENTER,$5001 TO $10000,OPPOSITE DIRECTION SIDESWIPE,1000,1012,Y,N,EMOORESPIKESSMITHRD,0,LANE CONTROL,V1 was N/B on S Smith Rd while V2 was S/B. V1 drove left of center. V2 attempted to avoid V1 by pulling off of the road. V1 collided with the driver's side of V2.D1 stated that there was a deer that jumped across the road and his vehicle had brake issues that caused it to pull to the left when he applied the brakes.D2 stated that he could see that V1 was in the middle of the road from far away. D2 did not report seeing any deer.
903291710,MONROE SD,M19A416,MONROE,RICHLAND,BLOOMINGTON,1/4/2019,3:22 PM,2,0,0,0,0,,S CURRY,PIKE,,,,S CURRY,W VERNAL,,,,N,,,,39.179248,-86.5832,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,LEFT TURN,324,331,Y,N,SCURRYPIKEWVERNALPIKE,0,TRAFFIC CONTROL SIGNAL,"D2 STATED SHE WAS SOUTHBOUND ON CURRY PIKE NEAR THE INTERSECTION OF W VERNAL PIKE WHEN THE OVERHEAD LIGHT TURNED YELLOW AS SHE WAS APPROXIMATELY TWO CAR LENGTHS FROM THE STOP LINE. D2 BELIEVED THAT, DUE TO ROADWAY CONDITIONS, SHE WOULD BE UNABLE TO STOP SAFELY AND PROCEEDED THROUGH THE INTERSECTION.D1 STATED SHE WAS WAITING TO TURN WESTBOUND ON W VERNAL PIKE FROM N CURRY PIKE WHEN THE LIGHT TURNED YELLOW. D1 THOUGHT V2 WOULD STOP AT THE LIGHT SO SHE PROCEEDED TO MAKE HER TURN IN FRONT OF V2, WHERE THE COLLISION OCCURED."
903291699,BLOOMINGTON PD,B1900654,MONROE,BLOOMINGTON,BLOOMINGTON,1/5/2019,6:48 PM,2,0,0,0,0,,ALLEN,ST,,,,W ALLEN,BLOOMFIELD,,,,Y,,,,39.156255,-86.5609,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,648,715,Y,N,WALLENSTWBLOOMFIELDRD,0,STOP SIGN,V1 WAS FACING WEST ON ALLEN AT BLOOMFIELD. V2 WAS FACING WEST ON ALLEN EAST OF V1. V1 BEGAN REVERSING AND THE REAR OF V1 COLLIDED WITH THE FRONT BUMPER OF V2.D1 STATED THAT HE WAS ON ALLEN FACING WB AT BLOOMFIELD WAITING FOR A VEHICLE IN FRONT OF HIM TO TURN. D1 STATED THAT HE DID NOT WANT TO WAIT FOR THE VEHICLE TO TURN AND LOOKED IN HIS REAR VIEW MIRRORS AND OUT OF HIS DRIVER SIDE DOOR. D1 THEN REVERSED AND HE STATED THAT THE REAR OF V1 COLLIDED WITH THE FRONT OF V2.D2 STATED THAT SHE WAS STOPPED IN TRAFFIC ON ALLEN EAST OF V1. D2 STATED THAT V1 TURNED ITS REVERSE LIGHTS ON AND V1 REVERSED. D2 STATED THAT THE REAR OF V1 COLLIDED WITH THE FRONT BUMPER OF V2. D2 REQUESTED A TOW TRUCK FOR HER VEHICLE.
903291861,MONROE SD,M19A483,MONROE,BLOOMINGTON,BLOOMINGTON,1/5/2019,7:37 AM,1,0,0,0,0,,,,SR46E,,,SR46E,LORI,,,,N,,250,W,39.16627714,-86.46685431,STATE ROAD,,N,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,ICE,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,$2501 TO $5000,RAN OFF ROAD,737,755,Y,Y,LORILNSR46E,0,NONE,"Unit 1 was travelling west on ST RD 46 from the junction of Lori Ln. Due to slick road conditions, the car slid on an icy section of road, ran off the south side of the roadway and overturned into a ditch. Unit also hit some trees as it rolled over. Unit ended up on its drivers side."
903291706,MONROE SD,M19A518,MONROE,VAN BUREN,BLOOMINGTON,1/5/2019,3:31 PM,1,0,0,0,1,,,,SR45W,,,SR45W,GARRISON CHAPPEL,,,,N,,100,E,39.11108,-86.63820866,STATE ROAD,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$5001 TO $10000,COLLISION WITH DEER,336,348,Y,N,GARRISONCHAPPELRDSR45W,0,NONE,D-1 stated that as she was traveling west bound on SR 45 a deer ran into her lane of travel at which time V-1 stuck the deer.
903291566,ISP BLOOMINGTON 33,2.019E+11,MONROE,CLEAR CREEK,BLOOMINGTON,1/5/2019,7:05 AM,1,0,0,0,0,,,,SR37,,,SR37,MONROE DAM,,,,N,,,,39.020048,-86.536096,STATE ROAD,,N,N,RURAL,N,Y,N,,DAWN/DUSK,CLEAR,ICE,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,$2501 TO $5000,RAN OFF ROAD,709,709,Y,N,MONROEDAMRDSR37,0,LANE CONTROL,"Vehicle 1 (white 2007 Dodge Ram) was northbound on SR37, approximately 100 ft north of Monroe Dam Road in the right lane. As vehicle 1 traveled north on the ice covered roadway, it slid into the left lane. Vehicle 1 then traveled west off the roadway and into the grassy median. Vehicle 1 came to rest after striking a culvert in the median. This resulted in damage to the front grill and passenger side wheel of the vehicle.Driver 1 (William F. West) advised that he was traveling northbound, approximately 100 feet north of Monroe Dam road. Driver 1 advised that he lost traction as he continued north and slid off the roadway and into the median. He advised that this resulted in damage to his vehicle.Evidence at the scene showed tire tracks off the roadway and into the median at the location of the crash. Damage to the vehicle was consistent with the story provided by the driver. The roadway in the area was also found to be slick and hazardous. The vehicle was towed from the scene by Weaver's Wrecker Service."
903291520,BLOOMINGTON PD,B1900594,MONROE,BLOOMINGTON,BLOOMINGTON,1/5/2019,6:57 AM,3,0,1,0,0,,E 10TH,ST,,,,E 10TH,SMITH,,,,Y,,100,W,39.172752,-86.482288,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,ICE,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$5001 TO $10000,OTHER - EXPLAIN IN NARRATIVE,657,700,Y,Y,E10THSTSMITHRD,0,NONE,"Driver 1 was driving on 10th Street from Unionville approaching Smith Road. After he passed Smith Road and he started to round the curve, he stated he noticed an accident in the opposite lane (B19-00588). Driver 1 stated he then attempted to slow down but hit a patch of black ice causing him to slide into the opposite lane and rear-end Vehicle 2 causing major damage to the rear of vehicle 2. Vehicle 2 was pushed into vehicle 3 but it is unknown if any damaged was caused to the front of vehicle 2 or vehicle 3 due to both cars sustaining major damage from the previous accident. Driver 1 had complaint of pain to his hand and shoulder but did not seek medical attention. *both D2 and D3 were transported to the hospital for injuries they stated they sustained from the prior accident. Both cars were also towed due to the damage from the prior accident."
903291748,MONROE SD,M19A475,MONROE,PERRY,BLOOMINGTON,1/5/2019,4:28 AM,1,0,0,0,0,,,,SR45W,,,SR45W,SPARKS,,,,N,,756,E,0,0,STATE ROAD,,N,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,ICE,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ROADWAY SURFACE CONDITION,$5001 TO $10000,RAN OFF ROAD,429,440,Y,Y,SPARKSLNSR45W,0,LANE CONTROL,"D1 STATED HE WAS TRAVELING EASTBOUND ON W STATE ROAD 45 NEAR SPARKS ROAD EXITING A CURVE WHEN HE LOST CONTROL OF HIS VEHICLE DUE TO THE ICY ROADWAY. V1 LEFT THE ROADWAY ON THE NORTHSIDE OF THE ROAD, OVERTURNED NUMEROUS TIMES, AND CAME TO A REST IN A FLAT AREA JUST PAST THE EMBANKMENT APPROXIMATELY 50 TO 75 FEET OFF THE ROADWAY. WHILE RESPONDING TO THE CRASH I OBSERVED THE ROADWAY WAS BECOMING ICY. D1 HAD CUTS ON BOTH THE LEFT AND RIGHT HANDS AS WELL AS AN ABRAISION ON THE LEFT SIDE OF HIS FOREHEAD DUE TO IMPACT FROM HITTING HIS HEAD ON THE CAR ROOF. D1 REFUSED TO BE TRANSPORTED TO IU HEALTH BLOOMINGTON TO BE EVALUATED FURTHER ALTHOUGH WAS SEEN BY MEDICAL STAFF ON SCENE. THE VEHICLE WAS TOWED DUE TO DISABLING DAMAGE."
903291642,BLOOMINGTON PD,B1900631,MONROE,BLOOMINGTON,BLOOMINGTON,1/5/2019,4:04 PM,2,0,0,0,0,,S PARK RIDGE,RD,,,,S PARK RIDGE,E 3RD,,,,Y,,50,S,39.16424,-86.476096,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,409,421,Y,Y,E3RDSTSPARKRIDGERD,0,NONE,"V1 WAS TRAVELING SB ON S PARK RIDGE RD BEHIND V2. AS V2, A TRANSIT BUS, BEGAN TO SLOW IN ORDER TO LET PASSENGERS OFF, V1 FAILED TO STOP PRIOR TO COLLIDING INTO V2. THE FRONT OF V1 COLLIDED WITH THE REAR OF V2.D1 STATED THAT SHE WAS BEHIND V2 AND DID NOT SEE HIM BEGIN TO SLOW DOWN TO STOP AND HIT HIM FROM BEHIND.D2 STATED THAT HE WAS STOPPED TO LET PASSENGERS OFF WHEN V1 STRUCK THE REAR OF THE BUS."
903291761,INDIANA UNIV BLOOMINGTON PD,190026,MONROE,PERRY,BLOOMINGTON,1/5/2019,9:25 PM,2,0,0,0,0,,ATWATER,AVE,,,,ATWATER,JORDAN,,,,Y,,,,39.1631,-86.5164,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$5001 TO $10000,RIGHT ANGLE,927,928,Y,N,ATWATERAVEJORDANAVE,0,TRAFFIC CONTROL SIGNAL,On 01/05/2019 at 2128 hours I arrived at the intersection of Atwater Avenue and Jordan Avenue in response to a two vehicle collision. I spoke with D1 who stated she was driving south on Jordan Avenue approaching the light at Atwater Avenue going about 20mph. D1 stated she thought the light was green at the time and went through the intersection where V1 and V2 collided. D1 stated to me after that she did not think the light was green when she drove through it. V1 sustained damage to the front passengers side. The bumper was smashed in and the right headlight was cracked. The wheel well over the front passenger tire was also bent in. D1 stated that her car would not start and that it was leaking a bunch of fluid. D1 called AAA and they came to tow the vehicle out of the roadway. I then spoke with D2 who stated she was traveling east on Atwater Avenue in the left lane approaching Jordan Avenue. D2 stated the light at Jordan Avenue had been a consistent green and that she was approaching the light going the speed limit. D2 then stated that D1 drove south through the intersection at a high rate of speed and collided with her vehicle. V2 sustained damage to the front drivers side. The drivers side bumper was smashed in and the bumper was hanging off the car near the ground. The front drivers side headlight was completely shattered and there were several wires and a container of liquid hanging out of the car. The hood was also pushed upwards and D2 stated her drivers side door was sticking when she opened and closed it.V2 was also towed from the area by AAA.
